Label,Y_pred
0,0.192102713
0,0.357595518
0,0.575784839
0,0.579613969
1,0.871794872
0,0.205668605
0,0.939620738
1,0.576182038
1,1
1,0.593179861
1,0.60448477
0,0.120573467
0,0.600245429
1,0.842119484
0,0.795872127
0,0.450011177
0,0.248062016
1,0.871794872
0,0.45089977
0,0.600245429
1,0.600245429
1,0.499635325
0,0.308884914
0,0
1,0.369770036
1,0.499635325
0,0.450011177
0,0.205668605
1,0.854837507
0,0
1,0.934779368
0,0.120573467
1,0.854837507
1,0.854837507
1,0.431512234
0,0.357595518
0,0.351786724
0,0.541702104
1,0.575009784
1,0.501142647
0,0.06005392
0,0
0,0.117780261
1,0.809324689
1,0.503221393
1,0.330799046
1,0.120573467
1,0.977003917
1,0.795098706
1,0
0,0.120573467
1,0.765947165
0,0
0,0.308884914
0,0.450011177
1,0.546241278
0,0.120573467
0,0.579613969
1,0.600245429
0,0.192102713
0,0.120573467
1,0.705550076
0,0.351429203
0,0.010494404
1,0.674198379
1,0.308884914
0,0.346150945
0,0.192102713
1,0.593179861
0,0.600245429
0,0.561487557
1,0.369770036
0,0.192102713
0,0.120573467
1,0.695540679
1,0.934779368
1,0.308884914
1,1
0,0
0,0.120573467
0,0.579613969
1,0.579613969
1,0.567866693
1,0.369770036
0,0.795872127
0,0.083575581
0,0.120573467
1,0.501142647
0,0.795872127
1,0.987533218
0,0.083575581
1,0
0,0.248062016
0,0.499635325
1,0.753147686
0,0.120573467
1,0.600245429
1,0.308884914
0,0.842119484
0,0.205668605
0,0.818794595
1,0.770733999
1,0.351429203
0,0
0,0.205668605
1,0.600245429
0,0.579613969
1,0.499635325
1,0.939616493
1,0.60448477
0,0.192102713
1,1
0,0.205668605
1,0.499635325
1,0.497335117
0,0.854837507
0,0.330799046
0,0.464263338
1,0.674198379
0,0.674198379
0,0.492873289
1,0.600245429
0,0.875415565
1,0.593179861
1,1
1,0.351429203
0,0.600245429
1,0.674198379
0,0
1,0.369770036
1,0.854837507
0,0.501142647
1,0.579613969
1,0.779332511
1,0.039224781
0,0.103963631
1,0.842119484
0,0.450011177
1,0.450011177
1,0.450011177
0,0.011173718
0,0.579613969
1,0.369770036
1,0.579613969
1,0.579613969
1,0.915592435
0,0.359144216
0,0.120573467
1,1
1,0.059016857
1,0.499635325
1,0.369770036
1,0.600245429
0,0.120573467
0,0.450011177
1,0.450011177
0,0.330799046
0,0.083575581
0,0.450011177
1,0.586841213
1,0.120573467
1,0.600245429
0,0.205668605
0,0.078112159
