Label,Y_pred
0,0.135548972
1,0.616654816
0,0.208764519
0,0.100492837
0,0.065002802
1,0.208764519
0,0.687924288
1,0.541807241
0,0.065002802
0,0.644576078
0,0.51316616
0,0.208764519
1,0.687924288
1,0.685876786
1,0.280678538
1,0.871356501
1,0.382982257
0,0.065002802
1,0.676070329
1,0.100492837
1,0.687924288
0,0.100492837
0,0.634625533
0,0.343159168
0,0.280678538
1,0.126349863
0,0.208764519
1,0.676070329
1,0.337128837
1,0.280678538
0,0.100492837
0,0.51316616
1,0.042588043
1,0.780280134
0,0.382982257
1,1
1,0.387466471
0,0.72164691
0,0.208764519
0,0.280678538
1,0.37399452
1,0.616654816
0,0.222679758
0,0.100492837
0,0.280678538
0,0.541807241
1,0.358044128
1,0.463848837
0,0.280678538
1,0.382982257
0,0.705669306
0,0.280678538
1,0.676070329
1,0.100492837
0,0.687924288
0,0.118237855
1,0.676070329
0,0.484128858
0,0.33781138
1,0.51316616
0,0.687578799
1,0.100492837
1,1
1,0.70474643
1,0.676070329
0,0.065002802
0,0.100492837
0,0.100492837
0,0.100492837
1,0.227443485
1,0.336448594
1,0.687924288
0,0.881699882
1,0.463848837
0,0.676070329
1,0.445014217
0,0
1,0.186031228
1,0.676070329
1,0.227443485
0,0.622779972
1,0.373486116
1,0.566377265
0,0.463848837
1,0.687924288
0,0.227443485
0,0.118237855
0,0.687924288
1,0.336448594
1,0.685876786
0,0.117326036
1,0.705669306
1,1
0,0.51316616
0,0.484128858
0,0.100492837
0,0.112408089
1,0.490446598
0,0.51316616
0,0.280678538
0,0.37399452
0,0.566377265
0,0.100492837
0,0.344093986
1,0.37399452
0,0.484128858
0,0.280678538
0,0.484128858
0,0.118237855
1,0.382982257
1,0.484128858
0,0.37399452
0,0
0,0.280678538
0,0.100492837
0,0.687924288
1,0.496696018
1,0.687924288
1,0.687924288
0,0.208764519
0,0.280678538
1,0.37399452
1,0.447932458
0,0.337729509
0,0.653564453
0,0.208764519
1,0.382982257
0,0.100492837
1,0.566377265
1,0.37399452
0,0.100492837
1,0.37399452
1,0.616654816
1,0.065002802
0,0.37399452
0,0.280678538
1,0.280678538
0,0.37399452
0,0.616654816
0,0.227443485
0,0.37399452
1,0.99898677
1,0.458854262
1,0.685876786
1,0.484128858
1,0.695865682
1,0.208764519
0,0.616654816
0,0.065002802
1,0.676070329
1,0.685876786
1,0.685876786
0,0.065002802
1,0.687924288
0,0.065002802
0,0.448962403
0,0.776649377
0,0.336448594
0,0.280678538
0,0
0,0.11874715
1,0.446552245
0,0.227443485
0,0.100492837
0,0.418472292
1,0.484128858
0,0.382982257
1,0.513079638
0,0.01598829
1,0.433682307
1,1
0,0.463848837
0,0.080900175
0,0.687924288
0,0.065002802
1,0.676070329
1,0.484128858
1,0.776649377
0,0.463848837
0,0.208764519
0,0.227443485
0,0.042588043
1,0.37399452
1,0.687924288
0,0.566377265
0,0.042588043
1,0.451852553
0,0.208764519
1,0.418472292
1,0.484128858
1,0.687924288
0,0.227443485
1,0.208764519
0,0.336448594
0,0.208764519
1,0.515743759
1,0.749358803
1,0.208764519
1,0.616654816
1,0.653564453
0,0.280678538
0,0.163763337
0,0.208764519
0,0.100492837
0,0.51856614
1,0.51316616
1,0.705669306
1,0.881699882
0,0.685876786
0,0.208764519
0,0.37399452
0,0.179779917
1,0.382982257
0,0.280678538
1,0.065002802
0,0.280678538
1,0.687924288
1,0.968868556
1,0.672509525
1,0.280678538
0,0.042588043
1,0.495030271
0,0.170848152
0,0.616654816
1,0.685876786
0,0.280678538
0,0.100492837
1,0.88202919
1,0.685876786
1,0.686798445
0,0.705669306
1,0.37399452
0,0.208764519
1,0.687924288
0,0.382982257
0,0.382982257
0,0.118237855
0,0.078146204
0,0.065002802
0,0.280678538
1,0.676070329
0,0.280678538
1,0.280678538
0,0.280678538
0,0.377011359
0,0.227443485
0,0.065002802
0,0.336448594
0,0.090659197
1,0.208764519
0,0.533561978
1,0.685876786
